id,name,stage,galar_dex,exp_group,hatch_cycles,height,weight,color,description,hp,atk,def,spa,spd,spe,ev_hp,ev_atk,ev_def,ev_spa,ev_spd,ev_spe,ability1,ability2,ability3,type1,type2,item1_name,item1_chance,item2_name,item2_chance,item3_name,item3_chance,egg_group1,egg_group2,n_levelup_moves,n_egg_moves,n_tms,n_trs,n_evolutions
454,Toxicroak,2,223,MediumFast,20,1.3,44.4,Blue,It booms out a victory croak when its prey goes down in defeat. This Pokémon and Seismitoad are related species.,83,106,65,86,65,85,0,2,0,0,0,0,Anticipation,Dry Skin,Poison Touch,Poison,Fighting,None,50.0,Black Sludge,5.0,None,1.0,HumanLike,,14,0,33,24,0
458,Mantyke,1,354,Slow,25,1.0,65.0,Blue,"It swims along with a school of Remoraid, and they’ll all fight together to repel attackers.",45,20,50,60,120,50,0,0,0,0,1,0,Swift Swim,Water Absorb,Water Veil,Water,Flying,,,,,,,Undiscovered,,14,7,18,12,1
459,Snover,1,96,Slow,20,1.0,50.5,White,The berries that grow around its belly are like ice pops. Galarian Darumaka absolutely love these berries.,60,62,50,62,60,40,0,1,0,0,0,0,Snow Warning,Snow Warning,Soundproof,Grass,Ice,None,50.0,Never-Melt Ice,5.0,None,1.0,Monster,Grass,12,5,19,11,1
460,Abomasnow,2,97,Slow,20,2.2,135.5,White,This Pokémon is known to bring blizzards. A shake of its massive body is enough to cause whiteout conditions.,90,92,75,92,85,60,0,1,0,1,0,0,Snow Warning,Snow Warning,Soundproof,Grass,Ice,None,50.0,Never-Melt Ice,5.0,None,1.0,Monster,Grass,15,0,29,16,0
461,Weavile,2,293,MediumSlow,20,1.1,34.0,Black,"With its claws, it leaves behind signs for its friends to find. The number of distinct signs is said to be over 500.",70,120,65,45,85,125,0,1,0,0,0,1,Pressure,Pressure,Pickpocket,Dark,Ice,None,50.0,Quick Claw,5.0,None,1.0,Field,,19,0,36,20,0
464,Rhyperior,3,266,Slow,20,2.4,282.8,Gray,"It relies on its carapace to deflect incoming attacks and throw its enemy off balance. As soon as that happens, it drives its drill into the foe.",115,140,130,55,55,40,0,3,0,0,0,0,Lightning Rod,Solid Rock,Reckless,Ground,Rock,,,,,,,Monster,Field,16,0,40,35,0
468,Togekiss,3,259,Fast,10,1.5,38.0,White,"Known as a bringer of blessings, it’s been depicted on good-luck charms since ancient times.",85,50,95,120,115,80,0,0,0,2,1,0,Hustle,Serene Grace,Super Luck,Fairy,Flying,,,,,,,Flying,Fairy,22,0,32,28,0
470,Leafeon,2,202,MediumFast,35,1.0,25.5,Green,"This Pokémon’s tail is blade sharp, with a fantastic cutting edge that can slice right though large trees.",65,110,130,60,65,95,0,0,2,0,0,0,Leaf Guard,Leaf Guard,Chlorophyll,Grass,,,,,,,,Field,,25,0,23,18,0
471,Glaceon,2,203,MediumFast,35,0.8,25.9,Blue,"The coldness emanating from Glaceon causes powdery snow to form, making it quite a popular Pokémon at ski resorts.",65,60,110,130,95,65,0,0,0,2,0,0,Snow Cloak,Snow Cloak,Ice Body,Ice,,,,,,,,Field,,24,0,23,13,0
473,Mamoswine,3,77,Slow,20,2.5,291.0,Brown,"It looks strong, and that’s exactly what it is. As the weather grows colder, its ice tusks grow longer, thicker, and more impressive.",110,130,80,70,60,80,0,3,0,0,0,0,Oblivious,Snow Cloak,Thick Fat,Ice,Ground,,,,,,,Field,,17,0,26,16,0
475,Gallade,3,123,Slow,20,1.6,52.0,White,"Sharply attuned to others’ wishes for help, this Pokémon seeks out those in need and aids them in battle.",68,125,65,65,115,80,0,3,0,0,0,0,Steadfast,Steadfast,Justified,Psychic,Fighting,,,,,,,HumanLike,Amorphous,31,0,45,35,0
477,Dusknoir,3,137,Fast,25,2.2,106.6,Black,"With the mouth on its belly, Dusknoir swallows its target whole. The soul is the only thing eaten— Dusknoir disgorges the body before departing.",45,100,135,65,135,45,0,0,1,0,2,0,Pressure,Pressure,Frisk,Ghost,,None,50.0,Spell Tag,5.0,None,1.0,Amorphous,,20,0,30,19,0
478,Froslass,2,81,MediumFast,20,1.3,26.6,White,It spits out cold air of nearly −60 degrees Fahrenheit to freeze its quarry. It brings frozen prey back to its lair and neatly lines them up.,70,80,70,80,70,110,0,0,0,0,0,2,Snow Cloak,Snow Cloak,Cursed Body,Ice,Ghost,,,,,,,Fairy,Mineral,22,0,28,15,0
479,Rotom,2,372,MediumFast,20,0.3,0.3,Red,"With a body made of plasma, it can inhabit all sorts of machines. It loves to surprise others.",50,50,77,95,77,91,0,0,0,1,0,1,Levitate,Levitate,Levitate,Electric,Ghost,,,,,,,Amorphous,,13,0,19,15,0
968,Rotom 1,2,372,MediumFast,20,0.3,0.3,Red,,50,65,107,105,107,86,0,0,0,1,0,1,Levitate,Levitate,Levitate,Electric,Fire,,,,,,,Amorphous,,13,0,19,15,0
969,Rotom 2,2,372,MediumFast,20,0.3,0.3,Red,,50,65,107,105,107,86,0,0,0,1,0,1,Levitate,Levitate,Levitate,Electric,Water,,,,,,,Amorphous,,13,0,19,15,0
970,Rotom 3,2,372,MediumFast,20,0.3,0.3,Red,,50,65,107,105,107,86,0,0,0,1,0,1,Levitate,Levitate,Levitate,Electric,Ice,,,,,,,Amorphous,,13,0,19,15,0
971,Rotom 4,2,372,MediumFast,20,0.3,0.3,Red,,50,65,107,105,107,86,0,0,0,1,0,1,Levitate,Levitate,Levitate,Electric,Flying,,,,,,,Amorphous,,13,0,19,15,0
972,Rotom 5,2,372,MediumFast,20,0.3,0.3,Red,,50,65,107,105,107,86,0,0,0,1,0,1,Levitate,Levitate,Levitate,Electric,Grass,,,,,,,Amorphous,,13,0,19,15,0
509,Purrloin,1,44,MediumFast,20,0.4,10.1,Purple,Opponents that get drawn in by its adorable behavior come away with stinging scratches from its claws and stinging pride from its laughter.,41,50,37,50,37,66,0,0,0,0,0,1,Limber,Unburden,Prankster,Dark,,,,,,,,Field,,12,6,20,17,1
510,Liepard,2,45,MediumFast,20,1.1,37.5,Purple,This stealthy Pokémon sneaks up behind prey without making any sound at all. It competes with Thievul for territory.,64,88,50,88,50,106,0,0,0,0,0,2,Limber,Unburden,Prankster,Dark,,,,,,,,Field,,12,0,23,18,0
517,Munna,1,90,Fast,10,0.6,23.3,Pink,"It eats dreams and releases mist. The mist is pink when it’s eating a good dream, and black when it’s eating a nightmare.",76,25,45,67,55,24,1,0,0,0,0,0,Forewarn,Synchronize,Telepathy,Psychic,,,,,,,,Field,,15,2,20,17,1
518,Musharna,2,91,Fast,10,1.1,60.5,Pink,"It drowses and dreams all the time. It’s best to leave it be if it’s just woken up, as it’s a terrible grump when freshly roused from sleep.",116,55,85,107,95,29,2,0,0,0,0,0,Forewarn,Synchronize,Telepathy,Psychic,,,,,,,,Field,,16,0,23,17,0
519,Pidove,1,26,MediumSlow,15,0.3,2.1,Gray,"It’s forgetful and not very bright, but many Trainers love it anyway for its friendliness and sincerity.",50,55,50,36,30,43,0,1,0,0,0,0,Big Pecks,Super Luck,Rivalry,Normal,Flying,,,,,,,Flying,,13,5,13,9,1
520,Tranquill,2,27,MediumSlow,15,0.6,15.0,Gray,These bright Pokémon have acute memories. Apparently delivery workers often choose them as their partners.,62,77,62,50,42,65,0,2,0,0,0,0,Big Pecks,Super Luck,Rivalry,Normal,Flying,,,,,,,Flying,,13,0,13,9,1
521,Unfezant,3,28,MediumSlow,15,1.2,29.0,Gray,This Pokémon is intelligent and intensely proud. People will sit up and take notice if you become the Trainer of one.,80,115,80,65,55,93,0,3,0,0,0,0,Big Pecks,Super Luck,Rivalry,Normal,Flying,,,,,,,Flying,,13,0,15,11,0
524,Roggenrola,1,168,MediumSlow,15,0.4,18.0,Blue,"When it detects a noise, it starts to move. The energy core inside it makes this Pokémon slightly warm to the touch.",55,75,85,25,25,15,0,0,1,0,0,0,Sturdy,Weak Armor,Sand Force,Rock,,Everstone,50.0,Hard Stone,5.0,None,1.0,Mineral,,13,5,12,11,1
525,Boldore,2,169,MediumSlow,15,0.9,102.0,Blue,"It relies on sound in order to monitor what’s in its vicinity. When angered, it will attack without ever changing the direction it’s facing.",70,105,105,50,40,20,0,1,1,0,0,0,Sturdy,Weak Armor,Sand Force,Rock,,Everstone,50.0,Hard Stone,5.0,None,1.0,Mineral,,15,0,13,12,1
526,Gigalith,3,170,MediumSlow,15,1.7,260.0,Blue,"Although its energy blasts can blow away a dump truck, they have a limitation— they can only be fired when the sun is out.",85,135,130,60,80,25,0,3,0,0,0,0,Sturdy,Sand Stream,Sand Force,Rock,,Everstone,50.0,Hard Stone,5.0,None,1.0,Mineral,,14,0,18,15,0
527,Woobat,1,174,MediumFast,15,0.4,2.1,Blue,"It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.",65,45,43,55,43,72,0,0,0,0,0,1,Unaware,Klutz,Simple,Psychic,Flying,,,,,,,Field,Flying,13,5,27,22,1
528,Swoobat,2,175,MediumFast,15,0.9,10.5,Blue,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,67,57,55,77,55,114,0,0,0,0,0,2,Unaware,Klutz,Simple,Psychic,Flying,,,,,,,Field,Flying,13,0,29,23,0
529,Drilbur,1,166,MediumFast,20,0.3,8.5,Gray,"It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.",60,85,40,30,45,68,0,1,0,0,0,0,Sand Rush,Sand Force,Mold Breaker,Ground,,,,,,,,Field,,14,3,16,13,1
530,Excadrill,2,167,MediumFast,20,0.7,40.4,Gray,"Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.",110,135,60,50,65,88,0,2,0,0,0,0,Sand Rush,Sand Force,Mold Breaker,Ground,Steel,,,,,,,Field,,16,0,22,15,0
532,Timburr,1,171,MediumSlow,20,0.6,12.5,Gray,Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,75,80,55,25,35,35,0,1,0,0,0,0,Guts,Sheer Force,Iron Fist,Fighting,,,,,,,,HumanLike,,14,6,26,14,1
533,Gurdurr,2,172,MediumSlow,20,1.2,40.0,Gray,"Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.",85,105,85,40,50,40,0,2,0,0,0,0,Guts,Sheer Force,Iron Fist,Fighting,,,,,,,,HumanLike,,14,0,26,16,1
534,Conkeldurr,3,173,MediumSlow,20,1.4,87.0,Brown,"When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.",105,140,95,55,65,45,0,3,0,0,0,0,Guts,Sheer Force,Iron Fist,Fighting,,,,,,,,HumanLike,,14,0,31,17,0
535,Tympole,1,132,MediumSlow,20,0.5,4.5,Blue,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,50,50,40,50,40,64,0,0,0,0,0,1,Swift Swim,Hydration,Water Absorb,Water,,,,,,,,Water1,,14,4,13,13,1
536,Palpitoad,2,133,MediumSlow,20,0.8,17.0,Blue,"On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.",75,65,55,65,55,69,2,0,0,0,0,0,Swift Swim,Hydration,Water Absorb,Water,Ground,,,,,,,Water1,,14,0,14,15,1
537,Seismitoad,3,134,MediumSlow,20,1.5,62.0,Blue,"This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.",105,95,75,85,75,74,3,0,0,0,0,0,Swift Swim,Poison Touch,Water Absorb,Water,Ground,,,,,,,Water1,,17,0,29,21,0
538,Throh,2,248,MediumFast,20,1.3,55.5,Red,They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,120,100,85,30,85,45,2,0,0,0,0,0,Guts,Inner Focus,Mold Breaker,Fighting,,None,50.0,Black Belt,5.0,None,1.0,HumanLike,,13,0,27,17,0
539,Sawk,2,249,MediumFast,20,1.4,51.0,Blue,The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,75,125,75,30,75,85,0,2,0,0,0,0,Sturdy,Inner Focus,Mold Breaker,Fighting,,None,50.0,Black Belt,5.0,None,1.0,HumanLike,,13,0,26,18,0
546,Cottonee,1,262,MediumFast,20,0.3,0.6,Green,Weaving together the cotton of both Cottonee and Eldegoss produces exquisite cloth that’s highly prized by many luxury brands.,40,27,60,37,50,66,0,0,0,0,0,1,Prankster,Infiltrator,Chlorophyll,Grass,Fairy,None,50.0,Absorb Bulb,5.0,None,1.0,Grass,Fairy,17,5,17,9,1
547,Whimsicott,2,263,MediumFast,20,0.7,6.6,Green,"As long as this Pokémon bathes in sunlight, its cotton keeps growing. If too much cotton fluff builds up, Whimsicott tears it off and scatters it.",60,67,85,77,75,116,0,0,0,0,0,2,Prankster,Infiltrator,Chlorophyll,Grass,Fairy,None,50.0,Absorb Bulb,5.0,None,1.0,Grass,Fairy,22,0,24,13,0
550,Basculin,2,154,MediumFast,40,1.0,18.0,Green,"In the past, it often appeared on the dinner table. The meat of red-striped Basculin is on the fatty side, and it’s more popular with the youth.",70,92,65,80,55,98,0,0,0,0,0,2,Reckless,Adaptability,Mold Breaker,Water,,,,,,,,Water2,,16,2,19,18,0
992,Basculin 1,2,154,MediumFast,40,1.0,18.0,Green,,70,92,65,80,55,98,0,0,0,0,0,2,Rock Head,Adaptability,Mold Breaker,Water,,,,,,,,Water2,,16,2,19,18,0
554,Darumaka,1,367,MediumSlow,20,0.6,37.5,Red,"This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled.",70,90,45,15,45,50,0,1,0,0,0,0,Hustle,Hustle,Inner Focus,Fire,,,,,,,,Field,,14,6,21,17,1
993,Darumaka 1,1,367,MediumSlow,20,0.7,40.0,White,Evolves into Darmanitan-2 @ 0 (UseItem) [849],70,90,45,15,45,50,0,1,0,0,0,0,Hustle,Hustle,Inner Focus,Ice,,,,,,,,Field,,14,8,24,19,1
555,Darmanitan,2,368,MediumSlow,20,1.3,92.9,Red,"This Pokémon’s power level rises along with the temperature of its fire, which can reach 2,500 degrees Fahrenheit.",105,140,55,30,55,95,0,2,0,0,0,0,Sheer Force,Sheer Force,Zen Mode,Fire,,,,,,,,Field,,16,0,28,29,0
994,Darmanitan 1,2,368,MediumSlow,20,1.3,92.9,Blue,,105,30,105,140,105,55,0,0,0,2,0,0,Sheer Force,Sheer Force,Zen Mode,Fire,Psychic,,,,,,,Field,,16,0,28,29,0
995,Darmanitan 2,2,368,MediumSlow,20,1.7,120.0,White,,105,140,55,30,55,95,0,2,0,0,0,0,Gorilla Tactics,Gorilla Tactics,Zen Mode,Ice,,,,,,,,Field,,16,0,28,29,0
996,Darmanitan 3,2,368,MediumSlow,20,1.7,120.0,White,,105,160,55,30,55,135,0,0,0,2,0,0,Gorilla Tactics,Gorilla Tactics,Zen Mode,Ice,Fire,,,,,,,Field,,16,0,28,29,0
556,Maractus,2,296,MediumFast,20,1.0,28.0,Green,"Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.",75,86,67,106,67,60,0,0,0,2,0,0,Water Absorb,Chlorophyll,Storm Drain,Grass,,None,50.0,Miracle Seed,5.0,None,1.0,Grass,,20,2,20,12,0
557,Dwebble,1,86,MediumFast,20,0.3,14.5,Red,"It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.",50,65,85,35,35,55,0,0,1,0,0,0,Sturdy,Shell Armor,Weak Armor,Bug,Rock,None,50.0,Hard Stone,5.0,None,1.0,Bug,Mineral,14,6,15,11,1
558,Crustle,2,87,MediumFast,20,1.4,200.0,Red,Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.,70,105,125,65,75,45,0,0,2,0,0,0,Sturdy,Shell Armor,Weak Armor,Bug,Rock,None,50.0,Hard Stone,5.0,None,1.0,Bug,Mineral,14,0,19,13,0
559,Scraggy,1,224,MediumFast,15,0.6,11.8,Yellow,It protects itself with its durable skin. It’s thought that this Pokémon will evolve once its skin has completely stretched out.,50,75,70,35,70,48,0,1,0,0,0,0,Shed Skin,Moxie,Intimidate,Dark,Fighting,None,50.0,Shed Shell,5.0,None,1.0,Field,Dragon,15,6,29,23,1
560,Scrafty,2,225,MediumFast,15,1.1,30.0,Red,"While mostly known for having the temperament of an aggressive ruffian, this Pokémon takes very good care of its family, friends, and territory.",65,90,115,45,115,58,0,0,1,0,1,0,Shed Skin,Moxie,Intimidate,Dark,Fighting,None,50.0,Shed Shell,5.0,None,1.0,Field,Dragon,15,0,31,26,0
561,Sigilyph,2,297,MediumFast,20,1.4,14.0,Black,A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.,72,58,80,103,80,97,0,0,0,2,0,0,Wonder Skin,Magic Guard,Tinted Lens,Psychic,Flying,,,,,,,Flying,,15,3,26,19,0
562,Yamask,1,327,MediumFast,25,0.5,1.5,Black,"The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face.",38,30,85,55,65,30,0,0,1,0,0,0,Mummy,Mummy,Mummy,Ghost,,None,50.0,Spell Tag,5.0,None,1.0,Mineral,Amorphous,16,1,16,15,1
997,Yamask 1,1,327,MediumFast,25,0.5,1.5,Black,Evolves into Runerigus-0 @ 0 (U44) [49],38,55,85,30,65,30,0,0,1,0,0,0,Wandering Spirit,Wandering Spirit,Wandering Spirit,Ground,Ghost,,,,,,,Mineral,Amorphous,16,1,20,17,1
563,Cofagrigus,2,329,MediumFast,25,1.7,76.5,Yellow,There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.,58,50,145,95,105,30,0,0,2,0,0,0,Mummy,Mummy,Mummy,Ghost,,None,50.0,Spell Tag,5.0,None,1.0,Mineral,Amorphous,19,0,24,17,0
568,Trubbish,1,157,MediumFast,20,0.6,31.0,Green,This Pokémon was born from a bag stuffed with trash. Galarian Weezing relish the fumes belched by Trubbish.,50,50,62,40,62,65,0,0,0,0,0,1,Stench,Sticky Hold,Aftermath,Poison,,None,50.0,Silk Scarf,5.0,None,1.0,Mineral,,17,5,15,12,1
569,Garbodor,2,158,MediumFast,20,1.9,107.3,Green,The toxic liquid it launches from its right arm is so virulent that it can kill a weakened creature instantly.,80,95,82,60,82,75,0,2,0,0,0,0,Stench,Weak Armor,Aftermath,Poison,,Silk Scarf,50.0,Black Sludge,5.0,None,1.0,Mineral,,19,0,22,17,0
572,Minccino,1,50,Fast,15,0.4,5.8,Gray,"They pet each other with their tails as a form of greeting. Of the two, the one whose tail is fluffier is a bit more boastful.",55,50,40,40,40,75,0,0,0,0,0,1,Cute Charm,Technician,Skill Link,Normal,,,,,,,,Field,,14,4,20,15,1
573,Cinccino,2,51,Fast,15,0.5,7.5,Gray,A special oil that seeps through their fur helps them avoid attacks. The oil fetches a high price at market.,75,95,60,65,60,115,0,0,0,0,0,2,Cute Charm,Technician,Skill Link,Normal,,,,,,,,Field,,16,0,25,17,0
574,Gothita,1,267,MediumSlow,20,0.4,5.8,Purple,"Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see.",45,30,50,55,65,45,0,0,0,0,1,0,Frisk,Competitive,Shadow Tag,Psychic,,,,,,,,HumanLike,,14,5,22,21,1
575,Gothorita,2,268,MediumSlow,20,0.7,18.0,Purple,"On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe.",60,45,70,75,85,55,0,0,0,0,2,0,Frisk,Competitive,Shadow Tag,Psychic,,,,,,,,HumanLike,,14,0,22,21,1
576,Gothitelle,3,269,MediumSlow,20,1.5,44.0,Purple,A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again.,70,55,95,95,110,65,0,0,0,0,3,0,Frisk,Competitive,Shadow Tag,Psychic,,,,,,,,HumanLike,,14,0,27,22,0
577,Solosis,1,270,MediumSlow,20,0.3,1.0,Green,Many say that the special liquid covering this Pokémon’s body would allow it to survive in the vacuum of space.,45,30,40,105,50,20,0,0,0,1,0,0,Overcoat,Magic Guard,Regenerator,Psychic,,,,,,,,Amorphous,,15,3,21,19,1
578,Duosion,2,271,MediumSlow,20,0.6,8.0,Green,"Its brain has split into two, and the two halves rarely think alike. Its actions are utterly unpredictable.",65,40,50,125,60,30,0,0,0,2,0,0,Overcoat,Magic Guard,Regenerator,Psychic,,,,,,,,Amorphous,,15,0,21,19,1
579,Reuniclus,3,272,MediumSlow,20,1.0,20.1,Green,"It’s said that drinking the liquid surrounding Reuniclus grants wisdom. Problem is, the liquid is highly toxic to anything besides Reuniclus itself.",110,65,75,125,85,30,0,0,0,3,0,0,Overcoat,Magic Guard,Regenerator,Psychic,,,,,,,,Amorphous,,17,0,29,22,0
582,Vanillite,1,72,Slow,20,0.4,5.7,White,"Supposedly, this Pokémon was born from an icicle. It spews out freezing air at −58 degrees Fahrenheit to make itself more comfortable.",36,50,50,65,60,44,0,0,0,1,0,0,Ice Body,Snow Cloak,Weak Armor,Ice,,None,50.0,Never-Melt Ice,5.0,None,1.0,Mineral,,14,6,14,11,1
583,Vanillish,2,73,Slow,20,1.1,41.0,White,"It blasts enemies with cold air reaching −148 degrees Fahrenheit, freezing them solid. But it spares their lives afterward—it’s a kind Pokémon.",51,65,65,80,75,59,0,0,0,2,0,0,Ice Body,Snow Cloak,Weak Armor,Ice,,None,50.0,Never-Melt Ice,5.0,None,1.0,Mineral,,14,0,14,11,1
584,Vanilluxe,3,74,Slow,20,1.3,57.5,White,People believe this Pokémon formed when two Vanillish stuck together. Its body temperature is roughly 21 degrees Fahrenheit.,71,95,85,110,95,79,0,0,0,3,0,0,Ice Body,Snow Warning,Weak Armor,Ice,,Never-Melt Ice,50.0,None,5.0,None,1.0,Mineral,,17,0,18,11,0
588,Karrablast,1,273,MediumFast,15,0.5,5.9,Blue,It spits a liquid from its mouth to melt through Shelmet’s shell. Karrablast doesn’t eat the shell— it eats only the contents.,50,75,45,40,45,60,0,1,0,0,0,0,Swarm,Shed Skin,No Guard,Bug,,,,,,,,Bug,,14,5,11,12,1
589,Escavalier,2,274,MediumFast,15,1.0,33.0,Gray,"It charges its enemies, lances at the ready. An image of one of its duels is captured in a famous painting of Escavalier clashing with Sirfetch’d.",70,135,105,60,105,20,0,2,0,0,0,0,Swarm,Shell Armor,Overcoat,Bug,Steel,,,,,,,Bug,,21,0,17,18,0
592,Frillish,1,305,MediumFast,20,1.2,33.0,White,Legend has it that the residents of a sunken ancient city changed into these Pokémon.,55,40,50,65,85,40,0,0,0,0,1,0,Water Absorb,Cursed Body,Damp,Water,Ghost,,,,,,,Amorphous,,14,6,18,18,1
593,Jellicent,2,306,MediumFast,20,2.2,135.0,White,"Whenever a full moon hangs in the night sky, schools of Jellicent gather near the surface of the sea, waiting for their prey to appear.",100,60,70,85,105,60,0,0,0,0,2,0,Water Absorb,Cursed Body,Damp,Water,Ghost,,,,,,,Amorphous,,15,0,20,19,0
595,Joltik,1,64,MediumFast,20,0.1,0.6,Yellow,Joltik latch on to other Pokémon and suck out static electricity. They’re often found sticking to Yamper’s hindquarters.,50,47,50,57,50,65,0,0,0,0,0,1,Compound Eyes,Unnerve,Swarm,Bug,Electric,,,,,,,Bug,,14,5,19,12,1
596,Galvantula,2,65,MediumFast,20,0.8,14.3,Yellow,"It lays traps of electrified threads near the nests of bird Pokémon, aiming to snare chicks that are not yet good at flying.",70,77,60,97,60,108,0,0,0,0,0,2,Compound Eyes,Unnerve,Swarm,Bug,Electric,,,,,,,Bug,,16,0,21,14,0
597,Ferroseed,1,189,MediumFast,20,0.6,18.8,Gray,Mossy caves are their preferred dwellings. Enzymes contained in mosses help Ferroseed’s spikes grow big and strong.,44,50,91,24,86,10,0,0,1,0,0,0,Iron Barbs,Iron Barbs,Iron Barbs,Grass,Steel,None,50.0,Sticky Barb,5.0,None,1.0,Grass,Mineral,12,5,16,13,1
598,Ferrothorn,2,190,MediumFast,20,1.0,110.0,Gray,Its spikes are harder than steel. This Pokémon crawls across rock walls by stabbing the spikes on its feelers into the stone.,74,94,131,54,116,20,0,0,2,0,0,0,Iron Barbs,Iron Barbs,Anticipation,Grass,Steel,None,50.0,Sticky Barb,5.0,None,1.0,Grass,Mineral,14,0,22,19,0
599,Klink,1,113,MediumSlow,20,0.3,21.0,Gray,It’s suspected that Klink were the inspiration behind ancient people’s invention of the first gears.,40,55,70,45,60,30,0,0,1,0,0,0,Plus,Minus,Clear Body,Steel,,,,,,,,Mineral,,14,0,11,9,1
600,Klang,2,114,MediumSlow,20,0.6,51.0,Gray,Many companies in the Galar region choose Klang as their logo. This Pokémon is considered the symbol of industrial technology.,60,80,95,70,85,50,0,0,2,0,0,0,Plus,Minus,Clear Body,Steel,,,,,,,,Mineral,,14,0,11,10,1
601,Klinklang,3,115,MediumSlow,20,0.6,81.0,Gray,The three gears that compose this Pokémon spin at high speed. Its new spiked gear isn’t a living creature.,60,100,115,70,85,90,0,0,3,0,0,0,Plus,Minus,Clear Body,Steel,,,,,,,,Mineral,,17,0,14,11,0
605,Elgyem,1,277,MediumFast,20,0.5,9.0,Blue,This Pokémon was discovered about 50 years ago. Its highly developed brain enables it to exert its psychic powers.,55,55,55,85,55,30,0,0,0,1,0,0,Telepathy,Synchronize,Analytic,Psychic,,,,,,,,HumanLike,,13,4,21,19,1
606,Beheeyem,2,278,MediumFast,20,1.0,34.5,Brown,"Sometimes found drifting above wheat fields, this Pokémon can control the memories of its opponents.",75,75,75,125,95,40,0,0,0,2,0,0,Telepathy,Synchronize,Analytic,Psychic,,,,,,,,HumanLike,,14,0,24,22,0
607,Litwick,1,287,MediumSlow,20,0.3,3.1,White,"The younger the life this Pokémon absorbs, the brighter and eerier the flame on its head burns.",50,30,55,65,55,20,0,0,0,1,0,0,Flash Fire,Flame Body,Infiltrator,Ghost,Fire,,,,,,,Amorphous,,16,4,17,15,1
608,Lampent,2,288,MediumSlow,20,0.6,13.0,Black,"It lurks in cities, pretending to be a lamp. Once it finds someone whose death is near, it will trail quietly after them.",60,40,60,95,60,55,0,0,0,2,0,0,Flash Fire,Flame Body,Infiltrator,Ghost,Fire,,,,,,,Amorphous,,16,0,17,15,1
609,Chandelure,3,289,MediumSlow,20,1.0,34.3,Black,"In homes illuminated by Chandelure instead of lights, funerals were a constant occurrence— or so it’s said.",60,55,90,145,90,80,0,0,0,3,0,0,Flash Fire,Flame Body,Infiltrator,Ghost,Fire,,,,,,,Amorphous,,16,0,19,15,0
610,Axew,1,324,Slow,40,0.6,18.0,Green,"They play with each other by knocking their large tusks together. Their tusks break sometimes, but they grow back so quickly that it isn’t a concern.",46,87,60,30,40,57,0,1,0,0,0,0,Rivalry,Mold Breaker,Unnerve,Dragon,,,,,,,,Monster,Dragon,18,6,18,16,1
611,Fraxure,2,325,Slow,40,1.0,36.0,Green,"Its skin is as hard as a suit of armor. Fraxure’s favorite strategy is to tackle its opponents, stabbing them with its tusks at the same time.",66,117,70,40,50,67,0,2,0,0,0,0,Rivalry,Mold Breaker,Unnerve,Dragon,,,,,,,,Monster,Dragon,18,0,20,17,1
612,Haxorus,3,326,Slow,40,1.8,105.5,Yellow,"While usually kindhearted, it can be terrifying if angered. Tusks that can slice through steel beams are how Haxorus deals with its adversaries.",76,147,90,60,70,97,0,3,0,0,0,0,Rivalry,Mold Breaker,Unnerve,Dragon,,,,,,,,Monster,Dragon,18,0,27,22,0
613,Cubchoo,1,279,MediumFast,20,0.5,8.5,White,"It sniffles before performing a move, using its frosty snot to provide an icy element to any move that needs it.",55,70,40,60,40,40,0,1,0,0,0,0,Snow Cloak,Slush Rush,Rattled,Ice,,,,,,,,Field,,16,3,21,11,1
