id,date,type,workspace_id,total_cost_in_cents,total_paid_in_credits_in_cents
inv8486440188147,2018-07-11,renewal,wks5042364340930,2400,2300
inv8503733937468,2018-07-11,final,wks9430371528190,2400,0
inv8509856403470,2018-07-11,renewal,wks5492685885302,2400,900
inv1146825085117,2018-07-11,renewal,wks1219098323660,23828,0
inv3750835121996,2018-07-11,renewal,wks2112139553897,10457,0
inv8060235690830,2018-07-11,renewal,wks395177907780,4371,0
inv3963103753004,2018-07-11,renewal,wks1234668746776,2400,0
inv489461956650,2018-07-11,renewal,wks5204123517539,16371,0
inv223233335233,2018-07-11,renewal,wks3753861933915,16885,0
inv4379870801784,2018-07-11,renewal,wks8460978433511,20400,0
inv6824617828382,2018-07-11,renewal,wks4299300119492,12000,0
inv3547030481442,2018-07-11,renewal,wks6070526021647,43200,0
inv6242843922122,2018-07-11,renewal,wks2035131763968,35142,0
inv4317497918733,2018-07-12,initial,wks9867809965909,0,0
inv4538173576555,2018-07-12,initial,wks4696094295584,0,0
inv9065919127932,2018-07-12,initial,wks7683749940167,0,0
inv2999822206284,2018-07-12,initial,wks4483812040751,0,0
inv5138060972034,2018-07-12,initial,wks6828599731267,0,0
inv2147530117697,2018-07-12,renewal,wks9283030965183,25885,6000
inv9353552183736,2018-07-12,renewal,wks3617383349154,2400,2400
inv7091048463702,2018-07-12,final,wks5412481237404,2400,2400
inv5080461632091,2018-07-12,renewal,wks8569416747835,2400,1200
inv7362899042422,2018-07-12,renewal,wks5184442006508,2400,2100
inv8003554059597,2018-07-12,renewal,wks1246846919469,2400,2400
inv7478009059897,2018-07-12,renewal,wks9966523089682,4800,0
inv1159811267541,2018-07-12,renewal,wks6554025947382,2400,2400
inv3855507533392,2018-07-12,renewal,wks4596253963516,2400,0
inv2497892392443,2018-07-12,renewal,wks1033126545957,18428,0
inv904446240471,2018-07-13,initial,wks6441804696069,0,0
inv7899377163225,2018-07-13,initial,wks6607799737496,0,0
inv7179173593893,2018-07-13,renewal,wks8179878499859,2400,2400
inv1746655097408,2018-07-13,renewal,wks1971163774734,2400,200
inv1771421680342,2018-07-13,final,wks3915325600664,2400,1300
inv2983560617500,2018-07-13,renewal,wks5779287068928,2400,2400
inv3691698875641,2018-07-13,renewal,wks2241093498685,5571,5571
inv5110534899875,2018-07-13,renewal,wks3269478286521,2400,2400
inv1859749839925,2018-07-13,renewal,wks7293316791509,2400,2400
inv2688346765089,2018-07-13,renewal,wks1851886064976,2657,0
inv8566419338406,2018-07-13,renewal,wks5856878802945,2400,2400
inv8665116597307,2018-07-13,renewal,wks1103800517634,2400,0
inv1160861142154,2018-07-13,renewal,wks956773755801,2400,0
inv5786111198284,2018-07-13,renewal,wks5611095360423,26828,200
inv501628470602,2018-07-13,renewal,wks5454387640824,8142,0
inv2916678769809,2018-07-13,renewal,wks7092678855193,10800,0
inv6179254852084,2018-07-13,renewal,wks1727027880413,2400,0
inv5904450085208,2018-07-13,renewal,wks9460007260395,43628,0
inv4660188323762,2018-07-13,renewal,wks2381155806720,2400,0
inv2497637734179,2018-07-13,renewal,wks2503063674141,15600,0
inv3404033091088,2018-07-13,renewal,wks8946620176856,2400,0
inv4448419763785,2018-07-13,renewal,wks5530599113752,23742,0
inv2590405431062,2018-07-14,initial,wks226958225185,0,0
inv2233536332458,2018-07-14,initial,wks4526513724906,0,0
inv3574374989958,2018-07-14,initial,wks1134378455138,0,0
inv3214569684736,2018-07-14,initial,wks9058055533651,0,0
inv5578777927653,2018-07-14,renewal,wks4068830385117,2400,2400
inv7565010374755,2018-07-14,renewal,wks7586258330859,2400,0
inv7988968111402,2018-07-14,renewal,wks8224813285531,2400,0
inv5593070996667,2018-07-14,renewal,wks7592619224837,9600,0
inv9982768335907,2018-07-14,renewal,wks3381874682346,2400,0
inv9197919216744,2018-07-14,renewal,wks2243580772860,2400,0
inv9098947206445,2018-07-14,renewal,wks672294650098,17914,0
inv7069739067278,2018-07-14,renewal,wks1901661412598,7971,0
inv8971853493173,2018-07-14,renewal,wks8703880219251,16714,0
inv6617558885993,2018-07-14,renewal,wks5181995780112,2400,0
inv9161877875610,2018-07-14,renewal,wks1762046627253,28628,0
inv6753045209739,2018-07-14,renewal,wks1513591925500,48000,0
inv1570335210800,2018-07-14,renewal,wks2733082150514,3685,0
inv7977165022507,2018-07-14,renewal,wks6626395347928,2400,0
inv1652742673196,2018-07-14,renewal,wks6664451520496,62228,3200
inv6596266358781,2018-07-15,initial,wks4137674295830,0,0
inv5511539678903,2018-07-15,initial,wks2405167549867,0,0
inv198648689488,2018-07-15,initial,wks5805092197531,0,0
inv7159673005127,2018-07-15,renewal,wks4628537103800,2400,500
inv95983417116,2018-07-15,renewal,wks102918255443,2400,400
inv7336790464853,2018-07-15,renewal,wks2002440116040,2400,200
inv9168692073561,2018-07-15,renewal,wks8264403790879,3600,3600
inv6537759108490,2018-07-15,renewal,wks1457253734062,2400,200
inv6506797510439,2018-07-15,renewal,wks1868917385437,2400,2400
inv6107032516534,2018-07-15,renewal,wks1490586152896,2400,2400
inv5320132248888,2018-07-15,final,wks5949183434841,5057,0
inv4764218058903,2018-07-15,renewal,wks1637488482093,16114,0
inv8197619495065,2018-07-15,renewal,wks5534996255353,16628,0
inv669686595358,2018-07-15,renewal,wks5253385619750,29485,0
inv4198543243201,2018-07-16,renewal,wks3158002744607,2400,2400
inv3815355419887,2018-07-16,renewal,wks2426524478905,2400,2400
inv4074769576067,2018-07-16,renewal,wks1910084365896,2400,300
inv1284680376373,2018-07-17,renewal,wks1433459316205,4285,0
inv922764430293,2018-07-17,renewal,wks2952518132342,34285,1000
inv4372358945648,2018-07-17,renewal,wks5885832878987,2400,0
inv7810876326967,2018-07-18,initial,wks928015022504,0,0
inv735487092831,2018-07-18,initial,wks2341916749257,0,0
inv532456838971,2018-07-18,initial,wks9701786724942,0,0
inv7769000383155,2018-07-18,renewal,wks8500543128872,4800,0
inv307871076869,2018-07-18,renewal,wks7185407221186,2400,0
inv9983294120780,2018-07-18,renewal,wks4580744417573,7200,0
inv2571102645843,2018-07-18,renewal,wks4932646862376,16800,0
inv3417733828782,2018-07-18,renewal,wks7044481301093,29057,0
inv773029984418,2018-07-18,renewal,wks8144940840117,13457,0
inv6846182868837,2018-07-19,initial,wks4661330311245,0,0
inv8379484558633,2018-07-19,renewal,wks6473645967711,2400,2400
inv4194105118133,2018-07-19,renewal,wks831454193919,2400,1600
inv6234582170493,2018-07-19,renewal,wks618953258959,2400,2400
inv9595003072514,2018-07-19,renewal,wks3565582395899,14571,0
inv9303284154253,2018-07-19,renewal,wks8504289308679,44828,0
inv9380985713215,2018-07-20,initial,wks4611734047866,0,0
inv6404616815101,2018-07-20,initial,wks4623981282420,0,0
inv1853017914678,2018-07-20,initial,wks8393451174423,0,0
inv1639837965420,2018-07-20,initial,wks8864131962105,0,0
inv6507230200649,2018-07-20,renewal,wks6131923818596,8228,1600
inv3281658496556,2018-07-20,renewal,wks1398972995385,2400,2400
inv4954205407435,2018-07-20,renewal,wks7285119898182,2400,2400
inv5685357871854,2018-07-20,renewal,wks8831792866899,10628,0
inv7699272582169,2018-07-20,final,wks71725282001,10114,0
inv1216748563588,2018-07-21,renewal,wks9609744606864,2400,2400
inv212512099730,2018-07-21,renewal,wks2329645584115,4800,4800
inv3653281003781,2018-07-21,renewal,wks4393089447274,2400,2400
inv3692955862151,2018-07-21,renewal,wks1776863318307,2400,2400
inv1168647844209,2018-07-21,renewal,wks3897392470699,2400,0
inv888453813890,2018-07-21,renewal,wks449198029457,2400,2400
inv9702543973668,2018-07-21,renewal,wks8759039948000,2400,0
inv1377496536688,2018-07-21,renewal,wks2112702067736,7457,0
inv3757658962612,2018-07-21,renewal,wks8352222105029,2400,2400
inv2607859144503,2018-07-21,renewal,wks7046096700339,30428,0
inv5693055410434,2018-07-21,renewal,wks2007294364801,10628,0
inv17236853269,2018-07-21,renewal,wks8725542694991,22628,0
inv3843232842440,2018-07-21,final,wks8451766787748,14228,0
inv5778264475695,2018-07-21,renewal,wks6987380803644,3257,0
inv8288323732643,2018-07-21,renewal,wks6209825415244,14228,0
inv1690302246375,2018-07-21,renewal,wks3127535399355,13628,0
inv9248254714596,2018-07-21,renewal,wks7288926300134,2400,0
inv1714519888629,2018-07-21,renewal,wks3579832367027,2400,0
inv4857566720750,2018-07-21,renewal,wks959245693636,71828,0
inv244307954351,2018-07-22,renewal,wks4427376065070,8142,1200
inv8153115599338,2018-07-22,renewal,wks7709134702380,2400,700
inv563011773821,2018-07-22,renewal,wks2418808696571,2400,2400
inv7229856886062,2018-07-22,renewal,wks7535963412223,2400,2400
inv3244838993898,2018-07-22,renewal,wks8235853878663,2400,2100
inv7110136046278,2018-07-22,renewal,wks1367823780388,2400,500
inv1720306193840,2018-07-22,final,wks2653895258765,12000,0
inv942041800326,2018-07-22,final,wks6567480660101,40800,3600
inv2685508623627,2018-07-22,final,wks8123805123415,2400,0
inv8255987781471,2018-07-22,renewal,wks9340036814649,2400,0
inv5139903524921,2018-07-22,renewal,wks7593670323937,12857,0
inv2501232593619,2018-07-22,renewal,wks5997123894078,2400,0
inv3203660462400,2018-07-22,renewal,wks2055300358824,2400,0
inv4948941852810,2018-07-22,renewal,wks1925609665523,12600,0
inv6863861254916,2018-07-22,renewal,wks7513125772833,7114,0
inv5928361314614,2018-07-22,renewal,wks6772580427373,7371,0
inv7991901077576,2018-07-22,renewal,wks498060474715,9257,0
inv8994819841270,2018-07-22,renewal,wks4965237116580,29571,0
inv4665712064877,2018-07-22,renewal,wks7631009914626,33600,0
inv4342583590998,2018-07-22,renewal,wks1097772353765,2400,2400
inv8541780763122,2018-07-22,renewal,wks4891373558369,27428,1400
inv9997098001966,2018-07-22,renewal,wks6777713960487,20828,0
inv9140317888907,2018-07-22,renewal,wks5530146587774,24000,0
inv8984960899191,2018-07-22,renewal,wks5056918404143,49028,0
inv4708825107305,2018-07-23,initial,wks1379502257052,0,0
inv1307883213306,2018-07-23,renewal,wks1401589976102,2400,900
inv6155404324993,2018-07-23,renewal,wks1544608202829,6942,100
inv1716049511604,2018-07-23,renewal,wks7470092505034,21600,0
inv9123258756474,2018-07-24,renewal,wks2658402686069,2400,1700
inv7071590860467,2018-07-24,renewal,wks6259407819839,2400,0
inv5587713220616,2018-07-24,renewal,wks4456940979422,7885,0
inv5749330361939,2018-07-24,final,wks6468256692012,13628,0
inv6412981154241,2018-07-24,renewal,wks8384580738864,2400,0
inv8899935821194,2018-07-25,initial,wks7715224900834,0,0
inv1324500887283,2018-07-25,initial,wks5517129745346,0,0
inv5478140909988,2018-07-25,renewal,wks3370372464096,2400,300
inv6643037128936,2018-07-25,renewal,wks7478834120050,2400,400
inv5924321527423,2018-07-25,final,wks804967211833,3171,0
inv849824166777,2018-07-25,renewal,wks4864725687644,76800,0
inv2056778893130,2018-07-25,renewal,wks8911154509261,9942,500
inv5907500323609,2018-07-25,renewal,wks2862351320106,46114,0
inv9177006932800,2018-07-26,initial,wks680064407885,0,0
inv3530109737940,2018-07-26,initial,wks3365293433379,0,0
inv2859911643842,2018-07-26,initial,wks8852471834829,0,0
inv7635148998817,2018-07-26,final,wks3307101237634,2400,2400
inv5425075978914,2018-07-26,renewal,wks5418899163629,2400,500
inv8824137255088,2018-07-26,renewal,wks7178136016101,2400,2400
inv6934857081255,2018-07-26,renewal,wks5554630154829,2400,0
inv9489811309540,2018-07-26,renewal,wks4164159752557,2400,0
inv328149003245,2018-07-26,renewal,wks9586123799322,21600,0
inv286443965629,2018-07-26,renewal,wks4091791166500,9171,0
inv6861334751714,2018-07-26,renewal,wks624946735494,4114,600
inv4869988413022,2018-07-26,renewal,wks4781997999451,16371,2000
inv2742714760344,2018-07-26,renewal,wks6210578030795,3342,0
inv1266024660267,2018-07-26,final,wks801244421403,51857,0
inv2901015362068,2018-07-27,initial,wks2688435383768,0,0
inv8589302335254,2018-07-27,initial,wks7060284747101,0,0
inv9604598680445,2018-07-27,renewal,wks8445073057223,2400,2400
inv7160433490594,2018-07-27,renewal,wks9171127058631,2400,0
inv3347792495207,2018-07-27,renewal,wks2338293475363,2400,2400
inv4482075086146,2018-07-27,renewal,wks9727365209668,2400,0
inv594610663297,2018-07-27,final,wks8333239825337,3771,3771
inv9602874331461,2018-07-27,renewal,wks3499743763242,2657,900
inv6933845878692,2018-07-27,renewal,wks6038580255939,11142,600
inv7044585066304,2018-07-27,renewal,wks8863288673908,14485,0
inv3588776999624,2018-07-27,renewal,wks5587155144867,83228,0
inv9648088520,2018-07-27,renewal,wks1410048146843,10200,0
inv1944026608471,2018-07-27,renewal,wks1187952914151,30000,0
inv1637388260181,2018-07-27,renewal,wks8407461234214,36000,0
inv5133574843202,2018-07-27,final,wks7017454166066,44228,0
inv1949792072193,2018-07-27,renewal,wks5176458298639,29571,0
inv7427691034588,2018-07-27,renewal,wks8780283383554,44142,0
inv743211474516,2018-07-28,initial,wks7042538433429,0,0
inv561288364363,2018-07-28,final,wks2530196319464,2400,2400
inv7928836515501,2018-07-28,renewal,wks2245965992789,2400,200
inv9919332695928,2018-07-28,renewal,wks1160000948874,2400,2400
inv6847559783226,2018-07-28,renewal,wks4725101644798,2400,2400
inv8634520307272,2018-07-28,renewal,wks3646412687012,2400,2400
inv8524498534441,2018-07-28,renewal,wks9430762448179,2400,1000
inv1131576263966,2018-07-28,renewal,wks8915862130280,2400,2400
inv225056331601,2018-07-28,renewal,wks4138624357262,6600,0
inv431260139073,2018-07-28,renewal,wks2780156270015,3000,3000
inv2490174041777,2018-07-28,renewal,wks3964959393543,11142,4342
inv3102643606402,2018-07-28,final,wks1258469099628,40800,1400
inv2452448464325,2018-07-28,renewal,wks5521571206804,12600,0
inv1215767589825,2018-07-28,renewal,wks5561644149659,2400,2400
inv9725961196270,2018-07-28,renewal,wks5242969832948,2400,0
inv7459324042207,2018-07-28,renewal,wks9529159669492,31200,0
inv4169465635650,2018-07-28,renewal,wks7232814290454,40800,0
inv1616875053482,2018-07-28,renewal,wks1065915252593,31200,0
inv1567758812414,2018-07-28,renewal,wks4539800462904,29228,0
inv6032192810993,2018-07-28,renewal,wks4144827035994,44142,0
inv3352732192473,2018-07-29,initial,wks4789257969283,0,0
inv8454397869391,2018-07-29,initial,wks3041894131455,0,0
inv6346948127144,2018-07-29,renewal,wks6735946689248,2400,1400
inv612553648531,2018-07-29,renewal,wks6725279768730,2400,700
inv7350369054837,2018-07-29,renewal,wks6671309433862,2400,0
inv86217185608,2018-07-29,final,wks4485585156844,20057,0
inv3846331508127,2018-07-29,renewal,wks1594211707438,2400,500
inv7557341274118,2018-07-29,renewal,wks72335204356,2400,0
inv5662171672945,2018-07-29,final,wks1647450243901,2400,500
inv7990014747467,2018-07-29,final,wks4691338635719,2400,2400
inv479326998208,2018-07-29,renewal,wks3740625269682,24000,500
inv9363314973376,2018-07-29,renewal,wks2771996238823,4800,4800
inv7566839469540,2018-07-29,renewal,wks1451350966945,2828,0
inv638436895007,2018-07-29,renewal,wks4313650360860,10800,0
inv9271331793357,2018-07-29,renewal,wks7749979575528,4800,0
inv3814676544360,2018-07-29,renewal,wks4095710786030,2400,2400
inv4643770511498,2018-07-29,renewal,wks333773581736,2400,0
inv3214895366152,2018-07-29,renewal,wks5192828553390,23142,0
inv2661350957494,2018-07-29,renewal,wks3290386733021,24000,0
inv8667834707667,2018-07-30,renewal,wks4187399310576,2400,2400
inv7457933459218,2018-07-30,renewal,wks7309600145656,2400,0
inv2400293739062,2018-07-30,renewal,wks2038573989233,11914,2400
inv2590150748107,2018-07-30,renewal,wks7845867507202,33600,0
inv9126032041578,2018-07-30,renewal,wks9412051571095,26400,0
inv6978919300624,2018-07-31,renewal,wks3954183441737,2400,2400
inv7712501595695,2018-07-31,renewal,wks4599277315377,2400,2400
inv8133347056505,2018-07-31,renewal,wks3957664487268,2400,2400
inv1441671662443,2018-07-31,renewal,wks7794350515420,2400,0
inv4609636050355,2018-07-31,renewal,wks4439132716134,14914,0
inv3580884743078,2018-07-31,renewal,wks9955143511863,19200,0
inv3583824969010,2018-08-01,initial,wks7098904467319,0,0
inv910995995138,2018-08-01,renewal,wks294556845350,2400,200
inv2779748793029,2018-08-01,renewal,wks474533038638,19714,0
inv2409730860908,2018-08-01,renewal,wks2335237564894,13200,0
inv7965727887106,2018-08-02,initial,wks4449172002020,0,0
inv1733318579412,2018-08-02,renewal,wks2311355608969,2400,2400
inv875560994163,2018-08-02,renewal,wks9725965509493,2400,2400
inv1054056842304,2018-08-02,renewal,wks6351061230984,14400,0
inv5499084710289,2018-08-02,renewal,wks1315998658995,8314,1200
inv5651571877711,2018-08-02,renewal,wks8692638517106,2400,0
inv8890329284276,2018-08-02,final,wks602536569767,2400,0
inv7760354406680,2018-08-02,renewal,wks1665219245387,19200,0
inv3704682282773,2018-08-02,renewal,wks8446877050549,19971,0
inv9870750255786,2018-08-02,final,wks237819748098,2400,0
inv1957695715317,2018-08-02,renewal,wks898845835383,20485,0
inv8032817209880,2018-08-02,renewal,wks401816862489,36000,0
inv2860168782048,2018-08-02,renewal,wks9401173858141,73200,0
inv5165419266772,2018-08-03,initial,wks8217337920189,0,0
inv4371353066389,2018-08-03,initial,wks5610545869142,0,0
inv7862703772979,2018-08-03,initial,wks2031962055044,0,0
inv933517296152,2018-08-03,renewal,wks9964752641007,2400,2400
inv8129775867437,2018-08-03,renewal,wks2464582509736,57600,9600
inv6358083592666,2018-08-03,renewal,wks6228263207068,2400,1700
inv4360803386620,2018-08-03,renewal,wks2431851653169,2400,2400
inv91369844171,2018-08-03,renewal,wks6784892520349,31200,0
inv6137058044243,2018-08-03,renewal,wks9230551306517,2400,0
inv474943625850,2018-08-03,renewal,wks6754854084033,2400,0
inv8854507817164,2018-08-03,final,wks1469669047388,3685,0
inv3771473214050,2018-08-03,renewal,wks3920945990315,8314,0
inv8445934879488,2018-08-03,renewal,wks4435585980502,44742,0
inv1454924694773,2018-08-03,final,wks1914907994591,30685,0
inv5567758802769,2018-08-03,renewal,wks4323265905447,24171,0
inv857472147996,2018-08-03,renewal,wks5458118618077,38400,0
inv9245705307028,2018-08-03,renewal,wks1848816090558,45600,0
inv7768859904745,2018-08-04,initial,wks6547229671545,0,0
inv5166725901631,2018-08-04,initial,wks5517464139848,0,0
inv8455282832864,2018-08-04,initial,wks4018408236923,0,0
inv2449474490350,2018-08-04,renewal,wks3854854708859,5057,5057
inv9897177180952,2018-08-04,renewal,wks1856199098124,2400,0
inv3346849428776,2018-08-04,renewal,wks9462395781118,6857,0
inv5277141675235,2018-08-04,final,wks9102943515274,2400,0
inv5431381884617,2018-08-04,renewal,wks9501244099292,2400,2400
inv2194929779467,2018-08-04,renewal,wks3353106104264,3257,3000
inv6237351595329,2018-08-04,renewal,wks3452793865684,2400,2400
inv5584181343964,2018-08-04,renewal,wks2611661007874,2400,0
inv2733764353939,2018-08-04,final,wks9382210293969,13714,0
inv6936111011723,2018-08-04,final,wks6431701915438,13885,0
inv2838788956336,2018-08-04,renewal,wks6591987631861,6171,0
inv370840430943,2018-08-04,renewal,wks107953152003,27257,0
inv1133510926638,2018-08-04,renewal,wks3694163700256,4800,0
inv8669939217986,2018-08-04,renewal,wks686062651570,2400,0
inv2654811773085,2018-08-04,renewal,wks4727434969866,31114,0
inv680137936686,2018-08-04,renewal,wks6620894721653,13971,0
inv2936398088989,2018-08-05,initial,wks3315111984797,0,0
inv6542932470062,2018-08-05,initial,wks3874459244306,0,0
inv6991259083337,2018-08-05,initial,wks814148633133,0,0
inv642587741618,2018-08-05,renewal,wks2614028012146,61200,1100
inv7394807217001,2018-08-05,renewal,wks737123069760,2400,1100
inv4147945416513,2018-08-05,renewal,wks2958291572555,2400,2400
inv9563113743227,2018-08-05,renewal,wks630672845402,2400,400
inv6565921796715,2018-08-05,renewal,wks449620676304,2400,2400
inv9303440839070,2018-08-05,renewal,wks2711769708657,2914,2914
inv7277727889742,2018-08-05,renewal,wks8022458462511,16542,800
inv3084994347034,2018-08-05,final,wks4437637948814,3771,0
inv3399306453582,2018-08-05,renewal,wks4938871199032,2400,2400
inv8366057225145,2018-08-05,renewal,wks1253414218198,8142,0
inv3923737029287,2018-08-05,final,wks7752690362291,2400,0
inv8609647174058,2018-08-05,renewal,wks7470433285204,12000,2400
inv8096793800179,2018-08-05,renewal,wks1549604828902,2400,0
inv5829854840890,2018-08-05,renewal,wks8802460506002,19971,0
inv5756562501771,2018-08-05,renewal,wks3612389788780,4285,0
inv1412970474640,2018-08-05,renewal,wks8683380385356,23914,0
inv1558055791089,2018-08-05,renewal,wks3685153418441,38657,0
inv7830455323718,2018-08-05,renewal,wks5933018991510,21514,0
inv6572321220719,2018-08-05,renewal,wks6206004022821,21514,0
inv9124844683146,2018-08-05,renewal,wks6196164807931,45600,0
inv7464315843814,2018-08-05,final,wks9654998462572,48000,0
inv3677019054366,2018-08-05,renewal,wks8623424522904,43200,0
inv486642876890,2018-08-06,initial,wks8008228374580,0,0
inv4017268925080,2018-08-06,renewal,wks7164547100434,2400,2400
inv9024922565101,2018-08-06,renewal,wks4137276397936,31285,0
inv1135075003728,2018-08-06,renewal,wks1628995568354,9600,0
inv719873415556,2018-08-07,renewal,wks2877861337704,2400,2400
inv2878357609705,2018-08-07,renewal,wks5920340664185,5742,1400
inv367888407769,2018-08-07,renewal,wks1826599621945,2400,100
inv3909223763727,2018-08-07,renewal,wks8074974996753,2400,2400
inv8077966436258,2018-08-07,renewal,wks3364842678893,4800,0
inv339524871537,2018-08-08,initial,wks1293163784295,0,0
inv802113248169,2018-08-08,initial,wks6877021596545,0,0
inv5385706347426,2018-08-08,initial,wks1209512672501,0,0
inv8812393451405,2018-08-08,renewal,wks7157797682663,2400,2400
inv8998914400369,2018-08-08,renewal,wks8584855925033,2400,0
inv4874840940106,2018-08-08,final,wks1836386587462,2400,1000
inv2289695528594,2018-08-08,renewal,wks2875709761145,2400,2400
inv7599780293456,2018-08-08,renewal,wks5042364340930,2400,0
inv8065236322093,2018-08-08,renewal,wks5492685885302,2400,2300
inv7448276699343,2018-08-08,renewal,wks1219098323660,27000,0
inv2659457871327,2018-08-08,renewal,wks2112139553897,13114,0
inv1619947715042,2018-08-08,renewal,wks395177907780,8914,0
inv8153499840535,2018-08-08,renewal,wks1234668746776,2400,0
inv785701527106,2018-08-08,renewal,wks5204123517539,21857,0
inv6190826330047,2018-08-08,renewal,wks3753861933915,19200,0
inv9630779588970,2018-08-08,renewal,wks8460978433511,24685,0
inv6353055125800,2018-08-08,renewal,wks4299300119492,14142,0
inv247172694099,2018-08-08,renewal,wks6070526021647,43628,0
inv5832601631552,2018-08-08,final,wks2035131763968,40457,0
inv3693695036011,2018-08-09,initial,wks9622663000767,0,0
inv5152676541852,2018-08-09,renewal,wks9867809965909,2400,800
inv8937219490917,2018-08-09,renewal,wks4696094295584,2400,2400
inv5001430884813,2018-08-09,renewal,wks7683749940167,7714,5400
inv7659811481607,2018-08-09,renewal,wks4483812040751,2400,2400
inv1200963199372,2018-08-09,renewal,wks6828599731267,2400,300
inv7941755867036,2018-08-09,renewal,wks9283030965183,28800,0
inv8778303940282,2018-08-09,final,wks3617383349154,2400,2400
inv7657991467729,2018-08-09,renewal,wks8569416747835,2400,0
inv2409994590378,2018-08-09,renewal,wks5184442006508,2657,0
inv659433938182,2018-08-09,renewal,wks1246846919469,4628,1800
inv9609962635225,2018-08-09,renewal,wks9966523089682,7971,0
inv7257951643965,2018-08-09,renewal,wks6554025947382,2400,2400
inv9388135399392,2018-08-09,renewal,wks4596253963516,3257,0
inv276801492782,2018-08-09,renewal,wks1033126545957,22714,200
inv747193126546,2018-08-10,initial,wks6105923579491,0,0
inv7735371788839,2018-08-10,initial,wks8338194138888,0,0
inv4391149365414,2018-08-10,initial,wks5560720671248,0,0
inv5106494223715,2018-08-10,final,wks6441804696069,2400,300
inv8533044050791,2018-08-10,renewal,wks6607799737496,2400,2400
inv905467225454,2018-08-10,renewal,wks8179878499859,2400,2100
inv2980153279322,2018-08-10,renewal,wks1971163774734,2400,0
inv3705644807764,2018-08-10,renewal,wks5779287068928,2400,2400
inv495149819939,2018-08-10,renewal,wks2241093498685,7200,6628
inv6622364323138,2018-08-10,renewal,wks3269478286521,2400,1100
inv537484529584,2018-08-10,renewal,wks7293316791509,2400,2400
inv3922999009092,2018-08-10,renewal,wks1851886064976,7200,0
inv1791030524174,2018-08-10,renewal,wks5856878802945,2400,2400
inv2844856274980,2018-08-10,renewal,wks1103800517634,2400,0
inv4716042091773,2018-08-10,renewal,wks956773755801,2400,0
inv4445345686235,2018-08-10,renewal,wks5611095360423,31200,0
inv6511398064513,2018-08-10,renewal,wks5454387640824,13200,0
inv4663443411983,2018-08-10,renewal,wks7092678855193,12000,2700
inv8671821969939,2018-08-10,renewal,wks1727027880413,2400,0
inv3938825066759,2018-08-10,renewal,wks9460007260395,48771,2900
inv2215746840766,2018-08-10,renewal,wks2381155806720,2400,0
inv2908140311279,2018-08-10,renewal,wks2503063674141,21342,3100
inv7934964203057,2018-08-10,renewal,wks8946620176856,2400,0
inv986166367443,2018-08-10,renewal,wks5530599113752,24000,0
inv1198494486093,2018-08-11,initial,wks5928961227660,0,0
inv4924477300416,2018-08-11,initial,wks5465207481413,0,0
inv7185314418630,2018-08-11,initial,wks3099517039713,0,0
inv8228222517679,2018-08-11,initial,wks9392626294120,0,0
inv2009971712569,2018-08-11,initial,wks4021623512013,0,0
inv4473486849849,2018-08-11,renewal,wks226958225185,2400,2400
inv6269176687480,2018-08-11,renewal,wks4526513724906,7971,3800
inv3982340279531,2018-08-11,renewal,wks1134378455138,60000,4900
inv628286043775,2018-08-11,renewal,wks9058055533651,2400,2400
inv4774241463975,2018-08-11,renewal,wks4068830385117,2400,2400
inv2309275066804,2018-08-11,renewal,wks7586258330859,2400,0
inv6122829430756,2018-08-11,renewal,wks8224813285531,2400,0
inv7063783584161,2018-08-11,renewal,wks7592619224837,11400,0
inv2449167877763,2018-08-11,renewal,wks3381874682346,3771,0
inv7384295454827,2018-08-11,renewal,wks2243580772860,2400,0
inv1609819722565,2018-08-11,renewal,wks672294650098,19200,0
inv4667079773837,2018-08-11,renewal,wks1901661412598,8142,0
inv4644370929212,2018-08-11,renewal,wks8703880219251,26485,0
inv3315995805409,2018-08-11,renewal,wks5181995780112,2400,0
inv3518171149055,2018-08-11,renewal,wks1762046627253,31200,0
inv5827984789814,2018-08-11,renewal,wks1513591925500,48685,0
inv9303822952450,2018-08-11,renewal,wks2733082150514,7885,0
inv6001706654204,2018-08-11,renewal,wks6626395347928,2400,0
inv3050261210748,2018-08-11,renewal,wks6664451520496,64457,0
inv2410647130386,2018-08-12,initial,wks5980818009249,0,0
inv6506565618044,2018-08-12,initial,wks6339784084926,0,0
inv2838779258000,2018-08-12,initial,wks8970580243615,0,0
inv7146310099616,2018-08-12,renewal,wks4137674295830,11400,5700
inv5539073752776,2018-08-12,renewal,wks2405167549867,2400,100
inv5706605946979,2018-08-12,renewal,wks5805092197531,2400,2400
inv4280463089673,2018-08-12,renewal,wks4628537103800,2400,700
inv4784919996612,2018-08-12,renewal,wks102918255443,2400,0
inv386809440453,2018-08-12,renewal,wks2002440116040,4371,0
inv3454918941276,2018-08-12,renewal,wks8264403790879,7200,5800
inv2651359300985,2018-08-12,renewal,wks1457253734062,2400,0
inv9478432502993,2018-08-12,renewal,wks1868917385437,2400,2400
inv2958647406685,2018-08-12,renewal,wks1490586152896,2400,2400
inv7490932001835,2018-08-12,renewal,wks1637488482093,19200,0
inv5311955548066,2018-08-12,renewal,wks5534996255353,18514,0
inv1253215054558,2018-08-12,renewal,wks5253385619750,36514,0
inv9195057041510,2018-08-13,initial,wks6306225598558,0,0
inv9742125260597,2018-08-13,renewal,wks3158002744607,2400,1300
