id,date_account_created,gender,age,signup_method,language,affiliate_channel,affiliate_provider,signup_app,first_device_type,first_browser
wenw7wfu39,2014-08-09,FEMALE,40,basic,en,sem-brand,google,Web,Mac Desktop,Safari
svpd0bs9bw,2014-08-09,MALE,105,basic,en,sem-brand,google,Web,Mac Desktop,Safari
3otrfg18v0,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
8yb4xwugve,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
sod119qoie,2014-08-09,-unknown-,36,basic,en,sem-brand,google,Web,iPad,Mobile Safari
snui827tsu,2014-08-09,FEMALE,23,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
frr229lmvq,2014-08-09,FEMALE,95,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
g4c29rqq59,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
hxlzrjqph6,2014-08-09,FEMALE,31,facebook,fr,sem-brand,google,Web,iPad,Mobile Safari
6nl7p1b5s0,2014-08-09,FEMALE,24,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
rzz1kzz24d,2014-08-09,MALE,45,facebook,fr,sem-brand,google,Web,Windows Desktop,Chrome
effcxkoei5,2014-08-09,FEMALE,31,basic,en,sem-brand,google,Web,Mac Desktop,Safari
alul8xou0x,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
1y4t3xdkkh,2014-08-09,-unknown-,19,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
yzfatbdjic,2014-08-09,MALE,28,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
qae7loljh6,2014-08-09,FEMALE,24,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
vs77bfz0ab,2014-08-09,FEMALE,35,basic,en,sem-brand,google,Web,iPad,Mobile Safari
yl8hsy8c65,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Desktop (Other),Firefox
cmympd399p,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
oa8b65ntgj,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
wlzj95isrs,2014-08-09,FEMALE,38,facebook,en,sem-brand,bing,Web,Windows Desktop,IE
0w0m2q6uhp,2014-08-09,MALE,43,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
6ba051q7tu,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
f81y6xt9n3,2014-08-09,FEMALE,29,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
mah4p1jjh0,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
fchuodz6bf,2014-08-09,FEMALE,29,basic,en,sem-brand,google,Web,iPad,Mobile Safari
uemotiacr3,2014-08-09,-unknown-,,basic,en,sem-brand,bing,Moweb,iPhone,Mobile Safari
zjhxbw7bmg,2014-08-09,MALE,38,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
3zqbijkk50,2014-08-09,MALE,63,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
cmw4i02ddc,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
rjjcd9cs5v,2014-08-09,FEMALE,62,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
06stehla2t,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
aclx4s4q3c,2014-08-09,-unknown-,,basic,zh,sem-brand,google,iOS,iPhone,-unknown-
ntzp8g7b2w,2014-08-09,FEMALE,58,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
keiy3jom0y,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
vung0r6jkf,2014-08-09,FEMALE,25,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
e3mcvcm8s1,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
rb8cy2gclr,2014-08-09,-unknown-,27,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
u8gr29gys5,2014-08-09,-unknown-,40,basic,en,sem-brand,bing,Web,Mac Desktop,Firefox
oj2uwjefg9,2014-08-09,MALE,26,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
hbhrcj4hhm,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
kx60blif4c,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
8mydntndyl,2014-08-09,-unknown-,105,basic,en,sem-brand,google,Web,Mac Desktop,Safari
nott1eud4y,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
kbocf3np8y,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
gw0ciaad0z,2014-08-09,MALE,31,facebook,en,sem-brand,google,Moweb,Other/Unknown,Chrome
g7r4t4lryg,2014-08-09,MALE,51,facebook,en,sem-brand,bing,Web,Mac Desktop,Safari
x6x9zfyeq8,2014-08-09,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
s9byritfx3,2014-08-09,FEMALE,21,facebook,en,sem-brand,google,Web,iPad,Mobile Safari
zb3khmhbge,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
7ij9kxzgpq,2014-08-10,FEMALE,33,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
jbumyba0z9,2014-08-10,MALE,59,basic,en,sem-brand,google,Web,Mac Desktop,Safari
9odiuj7df0,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
nn3oaid67p,2014-08-10,-unknown-,,basic,en,sem-brand,bing,iOS,iPhone,Mobile Safari
q62m24lsc4,2014-08-10,FEMALE,49,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
8xqubumvt0,2014-08-10,FEMALE,58,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
dipzf7x3ah,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
rxa3bwotqh,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
9k1m26wr4a,2014-08-10,MALE,42,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
uyt7wjq73f,2014-08-10,MALE,28,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
nv6ak4lnd2,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
4hdym8an8u,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
4u5mne5vo8,2014-08-10,MALE,36,facebook,en,sem-brand,google,Web,Desktop (Other),Chrome
afu1m03mdw,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
zq53zx21gy,2014-08-10,MALE,43,basic,en,sem-brand,google,Web,Android Phone,Chrome Mobile
grkmylzlyw,2014-08-10,MALE,28,basic,en,sem-brand,google,Moweb,Android Tablet,Chrome
7anvhd0rdf,2014-08-10,MALE,66,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
b6b8aludlk,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
qigp74x5sc,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
1a94ogea77,2014-08-10,FEMALE,49,basic,en,sem-brand,google,Web,iPad,Mobile Safari
10dm6mt31t,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
321njcgzsr,2014-08-10,MALE,41,basic,en,sem-brand,google,Web,Android Phone,Android Browser
706xw39cgh,2014-08-10,FEMALE,38,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ji68e7e2hn,2014-08-10,MALE,64,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
zo4ky3vvn0,2014-08-10,-unknown-,19,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
1dv0q7zzo4,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
dpmt0oogxb,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ztr9jrux89,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
ulwkcemghg,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
n81euhspt3,2014-08-10,MALE,32,basic,en,sem-brand,google,Web,iPad,Chrome Mobile
alhjr4e1cf,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
c3ic5sh9fa,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
0q1l5q37x6,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
5odcxftzy3,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
w3s31eioal,2014-08-10,-unknown-,,basic,en,sem-brand,bing,iOS,iPhone,Mobile Safari
tkvse37yib,2014-08-10,-unknown-,39,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
qhaxs1ssd1,2014-08-10,FEMALE,24,facebook,en,sem-brand,bing,Moweb,iPhone,Mobile Safari
n8ce6yh5om,2014-08-10,FEMALE,31,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
md399l8a5o,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
4ukjdkslm6,2014-08-10,FEMALE,56,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
bdv3r8smc2,2014-08-10,FEMALE,33,basic,en,sem-brand,google,Web,iPad,Mobile Safari
0op9drr7bq,2014-08-10,MALE,55,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
uclyscyoli,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
tsrpm0mlm4,2014-08-10,-unknown-,,basic,ko,sem-brand,google,Web,Windows Desktop,Chrome
womnvo6pb1,2014-08-10,-unknown-,33,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
arj6ulk3q8,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
9vcxqhfj4b,2014-08-10,-unknown-,,basic,no,sem-brand,google,Web,Windows Desktop,Firefox
uzjnwyg119,2014-08-10,MALE,26,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ueimuj8ozd,2014-08-10,-unknown-,25,basic,en,sem-brand,google,Web,Mac Desktop,Safari
wvxpjnwq9n,2014-08-10,FEMALE,37,facebook,zh,sem-brand,google,Web,Windows Desktop,Chrome
nspalk00u8,2014-08-10,FEMALE,26,basic,ko,sem-brand,google,Web,Windows Desktop,Chrome
5kam8fz5bs,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
q63i2gj1lf,2014-08-10,MALE,46,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
r1i30av92f,2014-08-10,-unknown-,,basic,en,sem-brand,bing,iOS,iPhone,Mobile Safari
hyq807i210,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
gsz9gtn518,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
2fu731qkxe,2014-08-10,MALE,24,basic,zh,sem-brand,other,Web,Mac Desktop,Safari
d3bbn3mtgi,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
caclszr4k5,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
gbp4kqxpxq,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
4osapnl2cs,2014-08-10,FEMALE,66,basic,en,sem-brand,google,Web,Mac Desktop,Safari
lma0yam3d5,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
pfzqaas914,2014-08-10,MALE,39,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
85l68xrmw0,2014-08-10,MALE,44,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
zeglrq7iim,2014-08-10,MALE,29,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
xekqrx8t3o,2014-08-10,FEMALE,46,facebook,en,sem-brand,google,Web,iPhone,Mobile Safari
hulu2ksf8d,2014-08-10,MALE,56,basic,en,sem-brand,bing,Web,Android Tablet,IE
68h7zcnlmg,2014-08-10,MALE,74,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
o28u89s3pf,2014-08-10,MALE,61,basic,en,sem-brand,google,Web,Mac Desktop,Safari
mkatn4iqz5,2014-08-10,MALE,32,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
cdztb0zli1,2014-08-10,FEMALE,70,basic,en,sem-brand,google,Web,Windows Desktop,AOL Explorer
ixmgea0mw0,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
1b6jmjbgzv,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
39dnfy5p6u,2014-08-10,FEMALE,25,facebook,fr,sem-brand,google,Web,Mac Desktop,Firefox
5n1fgyigr3,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
w9o8hy8kuk,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
0wzndjw31l,2014-08-10,MALE,35,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
d55nb0omrf,2014-08-10,FEMALE,44,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
9tv811u2ny,2014-08-10,FEMALE,19,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
220va8u3ib,2014-08-10,-unknown-,32,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
193nk5m5n2,2014-08-10,FEMALE,44,basic,en,sem-brand,bing,iOS,iPhone,Mobile Safari
st0zb6o69f,2014-08-10,FEMALE,105,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
mzdjc6wfuj,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
1gjyzk7kjf,2014-08-10,MALE,25,basic,zh,sem-brand,google,Web,Mac Desktop,Chrome
tfiiy5ta28,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
m2ab6vbq36,2014-08-10,-unknown-,,basic,en,sem-brand,google,Moweb,Mac Desktop,Chrome
laedcl3dea,2014-08-10,FEMALE,21,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
t5moh0lia9,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
klrp7ny0kh,2014-08-10,MALE,19,basic,it,sem-brand,google,Web,Windows Desktop,IE
26i5p99g4p,2014-08-10,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
a7kqn7dcpv,2014-08-10,FEMALE,31,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
m9eqj5xyap,2014-08-10,FEMALE,,basic,zh,sem-brand,other,Moweb,iPhone,Mobile Safari
hmfj40ejxe,2014-08-10,FEMALE,49,basic,en,sem-brand,bing,Web,Windows Desktop,Chrome
w0viw45dno,2014-08-10,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
35dfcc9j3m,2014-08-10,-unknown-,46,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
3eus0cuh44,2014-08-10,FEMALE,22,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ahuo1cgdly,2014-08-10,FEMALE,37,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
5elgx3u3ql,2014-08-10,-unknown-,,basic,en,sem-brand,bing,iOS,iPhone,-unknown-
9v282kqwqf,2014-08-10,MALE,32,basic,en,sem-brand,google,Web,Windows Desktop,IE
ec7m8k9ar1,2014-08-10,-unknown-,,basic,en,sem-brand,bing,iOS,iPhone,Mobile Safari
fq8h2y6u1h,2014-08-10,FEMALE,30,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
4oki1gnuvc,2014-08-10,FEMALE,28,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
dly2nswbwc,2014-08-10,MALE,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
0c4wrfjncn,2014-08-11,FEMALE,24,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
7affm85onw,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
wjv0y264n8,2014-08-11,FEMALE,38,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
7k0o8qso2e,2014-08-11,-unknown-,32,basic,en,sem-brand,google,Web,Android Phone,Android Browser
jjarwt9mjj,2014-08-11,FEMALE,53,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
p76k9jvhex,2014-08-11,MALE,49,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
gqsuxvygus,2014-08-11,FEMALE,27,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
gqwsnb8tp7,2014-08-11,FEMALE,34,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
wdd96ay79f,2014-08-11,FEMALE,29,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
67w1he512u,2014-08-11,FEMALE,45,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
u2kpai16er,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
hz4jgjry2m,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,iPad,Chrome Mobile
pu1nwkgrtl,2014-08-11,-unknown-,,basic,fr,sem-brand,google,Web,Mac Desktop,Chrome
sczs9mytzg,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
6rayy5b8v1,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
anjp08oqsq,2014-08-11,-unknown-,,basic,en,sem-brand,bing,Web,iPad,Mobile Safari
jp9rv20of0,2014-08-11,MALE,37,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
rp6j1hbptn,2014-08-11,FEMALE,52,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
lmlyy7n8kq,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
etz2xkcfdb,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
3lb5o8459g,2014-08-11,MALE,33,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
9jkqsxnx6p,2014-08-11,FEMALE,38,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
qogbpapsxj,2014-08-11,-unknown-,58,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
x1w3tm3ou0,2014-08-11,-unknown-,,basic,en,sem-brand,bing,Web,iPhone,Mobile Safari
v0jmhanjt2,2014-08-11,-unknown-,,basic,en,sem-brand,bing,Web,iPad,Mobile Safari
h9zuth6psr,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
q84alwq61b,2014-08-11,FEMALE,33,basic,en,sem-brand,google,Web,iPad,Mobile Safari
4xi27hvhhy,2014-08-11,FEMALE,33,facebook,en,sem-brand,google,Web,iPad,Mobile Safari
tmfotcquz5,2014-08-11,MALE,28,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
4k2oji4leq,2014-08-11,FEMALE,27,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
td8wtgxn4k,2014-08-11,-unknown-,26,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
2unlkgkm0d,2014-08-11,FEMALE,33,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
khrqz6kx3u,2014-08-11,MALE,27,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
lkwxpic4gl,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Android Tablet,IE
n0picbsulv,2014-08-11,MALE,27,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
9sah1pjeoc,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
zb6mllqn40,2014-08-11,MALE,50,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
b4hyal5yal,2014-08-11,-unknown-,25,basic,en,sem-brand,google,Web,Mac Desktop,Safari
t7agkv9w4d,2014-08-11,FEMALE,30,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
ou35nuj1ua,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ht6igwi29y,2014-08-11,FEMALE,33,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
k0yhdbunfe,2014-08-11,FEMALE,56,basic,en,sem-brand,google,Web,iPad,Mobile Safari
d3twmb00ij,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
dw1xg5f6cq,2014-08-11,MALE,40,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
jjccjhj8e3,2014-08-11,MALE,23,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
aiqon6ryyj,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
9yujc2ax5x,2014-08-11,FEMALE,27,facebook,zh,sem-brand,other,Web,Windows Desktop,IE
t90b18lq2g,2014-08-11,MALE,20,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
gt8e3fk0sl,2014-08-11,MALE,63,basic,en,sem-brand,google,Web,Mac Desktop,Safari
gw21yeouby,2014-08-11,FEMALE,23,basic,en,sem-brand,google,Web,Mac Desktop,Safari
kjqp26o3rs,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
vq7myun2ev,2014-08-11,-unknown-,42,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
osqx9ylorh,2014-08-11,FEMALE,29,basic,en,sem-brand,google,Web,Mac Desktop,Safari
9brn4py643,2014-08-11,MALE,60,facebook,en,sem-brand,google,Web,Windows Desktop,IE
ak8no1omrs,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
7rdv6meex1,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
kliuxojgz9,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ic7ffsrsss,2014-08-11,-unknown-,41,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
fc7mrvmwx2,2014-08-11,FEMALE,60,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
fe0n2r3bn1,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
yqze1v0vy6,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
e155ozebkj,2014-08-11,MALE,57,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
8i2f0ao9g6,2014-08-11,MALE,65,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
05qzic5x3l,2014-08-11,FEMALE,30,basic,en,sem-brand,google,Web,Windows Desktop,IE
u30el66v1z,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
byrmr500ee,2014-08-11,-unknown-,52,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
f36uknk0pk,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
gqoxzaeie5,2014-08-11,FEMALE,38,basic,en,sem-brand,google,Web,Mac Desktop,Safari
oyhqos6siu,2014-08-11,MALE,29,facebook,en,sem-brand,bing,Web,Mac Desktop,Safari
pymf16rj10,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
2z00rw0cyy,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
3dskwn9hg3,2014-08-11,FEMALE,31,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
qd373td5ix,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
qsumtei1gw,2014-08-11,FEMALE,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
3koy8ofrc2,2014-08-11,-unknown-,,basic,en,sem-brand,bing,iOS,iPhone,Mobile Safari
f4r0m1oky9,2014-08-11,MALE,37,basic,zh,sem-brand,other,Web,Windows Desktop,Chrome
ljmem14x6n,2014-08-11,FEMALE,21,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
g2phnenbcp,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
xakj5n5da8,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
3pq4bj6qsz,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
0h2u2k86hf,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ksxllyl0gp,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
9y24oow9ep,2014-08-11,MALE,34,basic,en,sem-brand,google,Web,Mac Desktop,Safari
j7q3ym0z1i,2014-08-11,FEMALE,49,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
3ifbl39m5q,2014-08-11,MALE,36,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
d9e78zhph2,2014-08-11,-unknown-,46,basic,en,sem-brand,google,Web,Mac Desktop,Safari
us71svvt38,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
lixthkdblq,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
d3d7exk0t2,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
k20mtm7sg5,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
xn8gw1cywr,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
ic578zfa8r,2014-08-11,FEMALE,26,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
1jikquxxgf,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
0ygqdzrqgz,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
ej9rz7nqhi,2014-08-11,FEMALE,37,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
l1ui203up0,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
0y0hbcs870,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
djz59elgkj,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
vjfs9zmpoc,2014-08-11,-unknown-,,basic,en,sem-brand,bing,Moweb,iPhone,Mobile Safari
bzsm90andl,2014-08-11,MALE,26,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
xuo8xmfp3k,2014-08-11,-unknown-,25,basic,en,sem-brand,google,Web,Mac Desktop,Safari
nromx6spf5,2014-08-11,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Firefox
9vp52kso71,2014-08-11,-unknown-,26,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
9i9tvawuvb,2014-08-11,-unknown-,33,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
asoi0h5hnb,2014-08-11,MALE,37,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
1d4be76kas,2014-08-11,FEMALE,34,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
ari9uu9jd7,2014-08-11,MALE,38,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
5q85pm5mor,2014-08-11,MALE,59,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
vktkdheyhy,2014-08-11,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,Chrome
44kjfurygb,2014-08-11,MALE,33,facebook,en,sem-brand,google,Web,Windows Desktop,Firefox
csnjaxweei,2014-08-11,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
cyv64nc93r,2014-08-11,-unknown-,105,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
